X1,X2,X3,X4,X5,Y1
0.881,0.852,0.558,0.442,0.504,0.144
0.88,0.847,0.568,0.449,0.506,0.143
0.875,0.854,0.574,0.417,0.501,0.141
0.865,0.857,0.577,0.401,0.504,0.14
0.857,0.857,0.573,0.407,0.51,0.139
0.851,0.859,0.564,0.377,0.506,0.137
0.842,0.851,0.563,0.399,0.508,0.142
0.832,0.857,0.55,0.393,0.513,0.153
0.83,0.86,0.527,0.396,0.517,0.182
0.83,0.852,0.515,0.415,0.519,0.233
0.831,0.865,0.505,0.382,0.516,0.262
0.837,0.867,0.493,0.394,0.509,0.261
0.838,0.861,0.484,0.411,0.503,0.26
0.837,0.863,0.478,0.382,0.51,0.259
0.841,0.875,0.477,0.38,0.509,0.258
0.846,0.879,0.473,0.397,0.503,0.257
0.848,0.869,0.467,0.42,0.503,0.256
0.849,0.857,0.473,0.428,0.507,0.248
0.85,0.85,0.474,0.391,0.508,0.23
0.849,0.86,0.471,0.366,0.5,0.213
0.845,0.869,0.476,0.386,0.499,0.204
0.841,0.869,0.479,0.395,0.503,0.207
0.837,0.87,0.47,0.412,0.503,0.209
0.833,0.866,0.46,0.418,0.509,0.212
0.832,0.866,0.45,0.412,0.512,0.215
0.833,0.858,0.441,0.407,0.515,0.217
0.834,0.853,0.436,0.39,0.51,0.22
0.835,0.853,0.438,0.416,0.506,0.222
0.833,0.859,0.437,0.397,0.507,0.225
0.834,0.856,0.432,0.356,0.507,0.227
0.838,0.847,0.431,0.521,0.533,0.221
0.836,0.848,0.434,0.696,0.614,0.205
0.835,0.832,0.435,0.721,0.676,0.188
0.834,0.847,0.436,0.741,0.669,0.171
0.835,0.865,0.453,0.726,0.672,0.154
0.835,0.87,0.458,0.741,0.684,0.145
0.839,0.869,0.454,0.735,0.691,0.145
0.843,0.852,0.458,0.717,0.698,0.145
0.845,0.848,0.466,0.721,0.701,0.145
0.845,0.858,0.469,0.737,0.696,0.145
0.845,0.86,0.463,0.78,0.696,0.144
0.847,0.858,0.466,0.756,0.699,0.144
0.846,0.846,0.468,0.722,0.703,0.144
0.844,0.852,0.468,0.729,0.698,0.144
0.848,0.853,0.475,0.711,0.694,0.144
0.851,0.843,0.474,0.726,0.7,0.144
0.853,0.851,0.47,0.717,0.701,0.144
0.851,0.853,0.469,0.687,0.699,0.144
0.85,0.859,0.472,0.722,0.699,0.144
0.849,0.865,0.478,0.74,0.696,0.144
0.846,0.861,0.477,0.735,0.695,0.144
0.843,0.863,0.481,0.72,0.694,0.144
0.839,0.867,0.483,0.692,0.698,0.143
0.844,0.861,0.483,0.714,0.702,0.143
0.853,0.856,0.494,0.725,0.702,0.143
0.858,0.859,0.501,0.732,0.7,0.143
0.862,0.849,0.5,0.747,0.701,0.143
0.865,0.849,0.497,0.738,0.706,0.143
0.866,0.856,0.505,0.738,0.701,0.143
0.867,0.861,0.511,0.72,0.694,0.143
0.866,0.866,0.517,0.729,0.692,0.143
0.863,0.865,0.524,0.768,0.692,0.143
0.861,0.866,0.529,0.72,0.693,0.143
0.861,0.854,0.529,0.691,0.704,0.142
0.861,0.854,0.521,0.734,0.707,0.143
0.859,0.848,0.519,0.724,0.704,0.145
0.856,0.845,0.524,0.718,0.702,0.146
0.852,0.855,0.525,0.757,0.701,0.148
0.848,0.852,0.535,0.763,0.702,0.149
0.849,0.856,0.535,0.739,0.703,0.151
0.85,0.864,0.525,0.72,0.701,0.152
0.849,0.871,0.522,0.722,0.699,0.153
0.846,0.871,0.524,0.738,0.699,0.155
0.847,0.867,0.525,0.719,0.697,0.156
0.845,0.858,0.524,0.734,0.7,0.158
0.84,0.846,0.514,0.741,0.706,0.159
0.838,0.85,0.51,0.723,0.702,0.161
0.84,0.858,0.51,0.741,0.696,0.162
0.839,0.863,0.506,0.733,0.697,0.164
0.836,0.873,0.506,0.719,0.695,0.165
0.834,0.861,0.502,0.722,0.699,0.167
0.833,0.857,0.505,0.699,0.698,0.168
0.834,0.856,0.509,0.707,0.695,0.17
0.831,0.849,0.507,0.742,0.703,0.171
0.828,0.855,0.51,0.723,0.703,0.173
0.825,0.862,0.516,0.72,0.697,0.174
0.823,0.86,0.518,0.741,0.698,0.174
0.821,0.85,0.516,0.728,0.706,0.174
0.817,0.845,0.514,0.732,0.706,0.173
0.817,0.851,0.51,0.739,0.699,0.173
0.817,0.849,0.509,0.737,0.701,0.173
0.817,0.856,0.51,0.74,0.7,0.173
0.819,0.86,0.51,0.724,0.698,0.173
0.822,0.857,0.517,0.729,0.696,0.173
0.825,0.859,0.524,0.738,0.691,0.173
0.828,0.86,0.528,0.723,0.691,0.173
0.835,0.841,0.537,0.729,0.694,0.173
0.838,0.841,0.539,0.731,0.693,0.173
0.836,0.86,0.541,0.723,0.688,0.173
0.836,0.841,0.541,0.734,0.697,0.173
0.833,0.849,0.535,0.718,0.698,0.173
0.831,0.864,0.532,0.717,0.694,0.173
0.828,0.852,0.531,0.74,0.702,0.173
0.826,0.842,0.536,0.737,0.709,0.173
0.827,0.854,0.536,0.738,0.703,0.173
0.827,0.859,0.527,0.748,0.702,0.173
0.825,0.855,0.521,0.73,0.707,0.174
0.823,0.843,0.524,0.755,0.706,0.177
0.824,0.84,0.521,0.754,0.704,0.179
0.82,0.852,0.513,0.71,0.706,0.182
0.814,0.863,0.515,0.704,0.703,0.185
0.808,0.854,0.52,0.702,0.706,0.188
0.804,0.839,0.519,0.713,0.712,0.191
0.801,0.853,0.508,0.705,0.708,0.193
0.802,0.85,0.505,0.739,0.704,0.196
0.802,0.855,0.503,0.763,0.698,0.199
0.802,0.865,0.496,0.716,0.694,0.202
0.803,0.847,0.489,0.71,0.705,0.205
0.799,0.852,0.483,0.732,0.709,0.208
0.798,0.869,0.482,0.72,0.703,0.21
0.803,0.863,0.483,0.737,0.692,0.213
0.805,0.862,0.478,0.713,0.689,0.216
0.806,0.873,0.468,0.71,0.694,0.219
0.806,0.857,0.47,0.758,0.697,0.222
0.798,0.848,0.471,0.77,0.699,0.224
0.795,0.848,0.465,0.744,0.701,0.227
0.801,0.854,0.463,0.723,0.698,0.23
0.801,0.868,0.464,0.706,0.693,0.233
0.796,0.867,0.459,0.698,0.692,0.236
0.794,0.871,0.451,0.699,0.688,0.238
0.695,0.827,0.431,0.72,0.693,0.241
0.579,0.746,0.404,0.722,0.706,0.244
0.578,0.722,0.378,0.729,0.69,0.247
0.582,0.702,0.35,0.72,0.688,0.305
0.586,0.67,0.337,0.73,0.715,0.365
0.586,0.656,0.331,0.734,0.72,0.331
0.585,0.669,0.333,0.712,0.709,0.296
0.585,0.684,0.334,0.729,0.699,0.272
0.585,0.687,0.333,0.728,0.696,0.259
0.587,0.694,0.329,0.733,0.691,0.247
0.588,0.701,0.327,0.749,0.691,0.235
0.589,0.697,0.331,0.725,0.695,0.223
0.587,0.688,0.333,0.728,0.7,0.21
0.587,0.692,0.33,0.752,0.697,0.204
0.589,0.696,0.321,0.754,0.698,0.205
0.592,0.687,0.323,0.73,0.704,0.205
0.59,0.693,0.323,0.735,0.698,0.206
0.584,0.687,0.321,0.742,0.696,0.207
0.58,0.666,0.326,0.729,0.705,0.208
0.58,0.667,0.324,0.715,0.706,0.209
0.583,0.668,0.316,0.718,0.704,0.21
0.589,0.682,0.309,0.726,0.7,0.211
0.595,0.68,0.303,0.728,0.697,0.212
0.597,0.676,0.297,0.739,0.697,0.213
0.593,0.668,0.294,0.729,0.703,0.213
0.593,0.655,0.302,0.71,0.71,0.214
0.599,0.675,0.311,0.73,0.706,0.211
0.602,0.697,0.307,0.761,0.7,0.202
0.602,0.681,0.308,0.723,0.703,0.193
0.596,0.68,0.316,0.73,0.7,0.184
0.586,0.698,0.321,0.732,0.693,0.176
0.581,0.68,0.315,0.72,0.7,0.167
0.578,0.672,0.31,0.738,0.699,0.158
0.578,0.688,0.305,0.724,0.694,0.161
0.582,0.677,0.292,0.704,0.703,0.178
0.592,0.674,0.288,0.737,0.704,0.196
0.556,0.64,0.286,0.77,0.713,0.213
0.503,0.595,0.275,0.776,0.719,0.216
0.502,0.587,0.28,0.749,0.708,0.2
0.51,0.597,0.291,0.716,0.704,0.184
0.515,0.61,0.289,0.724,0.696,0.168
0.52,0.6,0.295,0.738,0.696,0.152
0.522,0.594,0.299,0.711,0.701,0.136
0.523,0.595,0.303,0.704,0.7,0.12
0.524,0.613,0.317,0.733,0.692,0.104
0.525,0.595,0.326,0.727,0.697,0.0964
0.525,0.591,0.325,0.733,0.699,0.0991
0.528,0.608,0.326,0.707,0.692,0.102
0.529,0.606,0.325,0.679,0.695,0.104
0.527,0.594,0.323,0.701,0.704,0.107
0.525,0.599,0.324,0.709,0.699,0.11
0.525,0.62,0.332,0.728,0.691,0.112
0.526,0.606,0.336,0.741,0.693,0.115
0.528,0.584,0.34,0.766,0.701,0.118
0.53,0.588,0.348,0.751,0.699,0.12
0.53,0.596,0.357,0.725,0.695,0.123
0.53,0.601,0.36,0.75,0.692,0.126
0.533,0.624,0.368,0.723,0.689,0.128
0.536,0.614,0.373,0.711,0.691,0.131
0.539,0.594,0.376,0.708,0.7,0.134
0.54,0.596,0.38,0.734,0.705,0.136
0.539,0.603,0.385,0.752,0.704,0.139
0.539,0.595,0.39,0.706,0.705,0.142
0.54,0.604,0.383,0.701,0.698,0.144
0.54,0.586,0.384,0.733,0.702,0.147
0.532,0.582,0.386,0.745,0.703,0.15
0.528,0.592,0.389,0.717,0.705,0.152
0.53,0.593,0.389,0.714,0.706,0.155
0.528,0.61,0.387,0.725,0.7,0.158
0.526,0.604,0.384,0.709,0.701,0.16
0.527,0.604,0.38,0.72,0.699,0.163
0.527,0.603,0.374,0.724,0.7,0.166
0.525,0.586,0.366,0.723,0.706,0.168
0.521,0.595,0.36,0.723,0.706,0.171
0.517,0.615,0.357,0.727,0.7,0.174
0.516,0.594,0.356,0.751,0.702,0.176
0.518,0.584,0.355,0.707,0.707,0.179
0.518,0.605,0.358,0.7,0.704,0.181
0.515,0.614,0.366,0.71,0.698,0.182
0.513,0.603,0.367,0.72,0.702,0.183
0.512,0.6,0.366,0.741,0.705,0.184
0.512,0.609,0.361,0.724,0.701,0.185
0.511,0.599,0.356,0.71,0.705,0.186
0.513,0.6,0.359,0.743,0.703,0.187
0.517,0.596,0.362,0.763,0.7,0.187
0.521,0.588,0.361,0.74,0.701,0.188
0.522,0.607,0.353,0.716,0.698,0.189
0.519,0.614,0.351,0.719,0.698,0.19
0.517,0.612,0.363,0.719,0.698,0.186
0.517,0.593,0.372,0.717,0.701,0.174
0.516,0.591,0.377,0.731,0.696,0.162
0.515,0.609,0.371,0.737,0.692,0.151
0.517,0.611,0.358,0.757,0.696,0.152
0.52,0.594,0.352,0.725,0.703,0.17
0.518,0.589,0.353,0.7,0.706,0.189
0.516,0.615,0.356,0.712,0.696,0.199
0.518,0.597,0.353,0.724,0.697,0.198
0.52,0.593,0.356,0.736,0.699,0.197
0.519,0.613,0.36,0.724,0.696,0.196
0.517,0.603,0.351,0.73,0.699,0.195
0.517,0.592,0.351,0.736,0.702,0.194
0.515,0.6,0.353,0.741,0.698,0.193
0.515,0.607,0.349,0.78,0.696,0.192
0.515,0.604,0.352,0.781,0.698,0.191
0.513,0.611,0.35,0.756,0.697,0.19
0.51,0.601,0.35,0.737,0.701,0.189
0.508,0.594,0.344,0.733,0.703,0.188
0.507,0.606,0.33,0.746,0.7,0.187
0.503,0.614,0.331,0.72,0.697,0.186
0.501,0.611,0.328,0.724,0.695,0.185
0.502,0.59,0.315,0.728,0.7,0.184
0.502,0.592,0.312,0.739,0.701,0.183
0.505,0.598,0.318,0.753,0.7,0.182
0.505,0.594,0.316,0.715,0.702,0.181
0.505,0.6,0.308,0.725,0.7,0.18
0.506,0.581,0.303,0.736,0.705,0.179
0.507,0.598,0.306,0.727,0.703,0.178
0.507,0.618,0.309,0.732,0.697,0.177
0.507,0.596,0.309,0.72,0.7,0.176
0.511,0.582,0.303,0.735,0.705,0.176
0.511,0.605,0.293,0.732,0.699,0.175
0.511,0.609,0.3,0.709,0.696,0.174
0.513,0.592,0.299,0.723,0.703,0.173
0.513,0.602,0.301,0.763,0.698,0.172
0.512,0.603,0.308,0.772,0.696,0.171
0.512,0.599,0.303,0.765,0.698,0.168
0.513,0.592,0.307,0.727,0.697,0.162
0.514,0.589,0.309,0.688,0.696,0.156
0.514,0.596,0.32,0.711,0.699,0.15
0.513,0.588,0.331,0.75,0.701,0.144
0.512,0.606,0.328,0.765,0.694,0.138
0.512,0.599,0.333,0.738,0.7,0.132
0.511,0.584,0.334,0.711,0.701,0.137
0.512,0.602,0.33,0.701,0.695,0.158
0.512,0.607,0.325,0.71,0.697,0.178
0.515,0.602,0.316,0.746,0.698,0.189
0.52,0.607,0.307,0.716,0.697,0.187
0.523,0.602,0.308,0.683,0.698,0.184
0.525,0.575,0.305,0.746,0.706,0.182
0.526,0.57,0.302,0.792,0.707,0.18
0.526,0.596,0.312,0.761,0.698,0.177
0.528,0.617,0.312,0.725,0.692,0.175
0.53,0.618,0.309,0.727,0.692,0.173
0.53,0.607,0.311,0.736,0.699,0.17
0.53,0.597,0.317,0.772,0.703,0.168
0.528,0.583,0.318,0.817,0.702,0.166
0.529,0.58,0.312,0.775,0.702,0.164
0.53,0.594,0.312,0.723,0.699,0.161
0.527,0.593,0.322,0.725,0.697,0.159
0.528,0.586,0.324,0.727,0.701,0.157
0.53,0.612,0.323,0.69,0.697,0.154
0.529,0.606,0.33,0.701,0.699,0.152
0.525,0.594,0.335,0.724,0.706,0.15
0.521,0.602,0.325,0.752,0.706,0.147
0.519,0.614,0.317,0.785,0.699,0.152
0.518,0.597,0.312,0.768,0.702,0.165
0.52,0.594,0.303,0.746,0.704,0.178
0.523,0.605,0.302,0.748,0.698,0.191
0.527,0.6,0.304,0.713,0.701,0.204
0.525,0.608,0.309,0.734,0.7,0.21
0.524,0.61,0.313,0.77,0.696,0.205
0.526,0.598,0.319,0.748,0.696,0.201
0.528,0.579,0.31,0.715,0.704,0.196
0.532,0.594,0.304,0.685,0.703,0.192
0.536,0.594,0.308,0.692,0.7,0.188
0.536,0.578,0.311,0.707,0.705,0.183
0.537,0.595,0.309,0.721,0.701,0.179
0.535,0.596,0.313,0.728,0.697,0.174
0.531,0.592,0.319,0.723,0.698,0.17
0.529,0.601,0.317,0.757,0.696,0.166
0.53,0.594,0.311,0.747,0.702,0.161
0.529,0.613,0.312,0.725,0.698,0.161
0.528,0.602,0.311,0.761,0.696,0.166
0.532,0.583,0.307,0.747,0.701,0.171
0.534,0.582,0.304,0.744,0.7,0.177
0.534,0.594,0.301,0.75,0.697,0.182
0.532,0.614,0.306,0.72,0.692,0.187
0.53,0.602,0.31,0.719,0.696,0.169
0.53,0.599,0.322,0.722,0.697,0.143
0.528,0.609,0.327,0.726,0.694,0.144
0.525,0.596,0.327,0.753,0.7,0.145
0.523,0.584,0.318,0.762,0.705,0.145
0.52,0.593,0.316,0.731,0.701,0.146
0.519,0.595,0.328,0.728,0.699,0.147
0.519,0.571,0.332,0.739,0.708,0.148
0.517,0.585,0.325,0.738,0.708,0.149
0.518,0.603,0.321,0.742,0.701,0.149
0.521,0.587,0.316,0.727,0.707,0.15
0.522,0.591,0.309,0.713,0.703,0.161
0.522,0.602,0.307,0.718,0.692,0.185
0.522,0.596,0.303,0.726,0.693,0.209
0.523,0.612,0.295,0.743,0.69,0.22
0.525,0.59,0.286,0.775,0.701,0.216
0.526,0.59,0.281,0.75,0.705,0.212
0.526,0.6,0.279,0.748,0.702,0.208
0.527,0.586,0.28,0.763,0.705,0.203
0.526,0.592,0.29,0.75,0.7,0.199
0.524,0.595,0.282,0.747,0.701,0.195
0.52,0.604,0.287,0.726,0.696,0.191
0.517,0.59,0.303,0.703,0.699,0.165
0.515,0.585,0.305,0.701,0.705,0.134
0.515,0.612,0.315,0.675,0.697,0.134
0.52,0.611,0.323,0.666,0.696,0.135
0.519,0.605,0.318,0.731,0.699,0.136
0.515,0.599,0.313,0.783,0.7,0.137
0.515,0.589,0.3,0.744,0.704,0.138
0.516,0.593,0.282,0.713,0.705,0.179
0.515,0.595,0.282,0.723,0.704,0.229
0.515,0.584,0.281,0.712,0.706,0.221
0.518,0.598,0.278,0.72,0.698,0.213
0.518,0.607,0.275,0.718,0.695,0.205
0.518,0.599,0.277,0.74,0.696,0.197
0.521,0.596,0.282,0.75,0.696,0.189
0.527,0.603,0.276,0.726,0.698,0.181
0.528,0.601,0.28,0.728,0.698,0.173
0.525,0.596,0.283,0.748,0.697,0.165
0.526,0.589,0.285,0.769,0.7,0.157
0.526,0.591,0.289,0.743,0.7,0.153
0.527,0.599,0.289,0.717,0.701,0.154
0.525,0.59,0.288,0.72,0.702,0.155
0.52,0.61,0.286,0.712,0.695,0.156
0.517,0.598,0.289,0.711,0.704,0.157
0.517,0.581,0.288,0.725,0.711,0.158
0.517,0.592,0.286,0.727,0.706,0.159
0.517,0.614,0.279,0.743,0.697,0.16
0.514,0.599,0.28,0.74,0.7,0.161
0.514,0.594,0.279,0.728,0.702,0.162
0.516,0.6,0.28,0.725,0.697,0.162
0.515,0.585,0.287,0.752,0.698,0.163
0.514,0.58,0.295,0.739,0.697,0.164
0.514,0.597,0.298,0.7,0.694,0.165
0.513,0.604,0.295,0.676,0.695,0.166
0.513,0.582,0.293,0.691,0.705,0.167
0.512,0.595,0.297,0.704,0.701,0.168
0.512,0.599,0.296,0.726,0.698,0.169
0.514,0.585,0.299,0.77,0.703,0.17
0.515,0.582,0.295,0.732,0.704,0.171
0.514,0.571,0.287,0.694,0.707,0.172
0.511,0.576,0.276,0.722,0.707,0.176
0.508,0.581,0.27,0.751,0.705,0.182
0.507,0.596,0.268,0.731,0.704,0.189
0.508,0.594,0.257,0.712,0.701,0.196
0.509,0.583,0.251,0.718,0.699,0.202
0.51,0.597,0.256,0.7,0.697,0.209
0.509,0.605,0.249,0.714,0.697,0.216
0.508,0.619,0.248,0.717,0.696,0.216
0.51,0.619,0.259,0.708,0.695,0.209
0.512,0.59,0.257,0.728,0.701,0.201
0.514,0.568,0.257,0.736,0.705,0.194
0.514,0.595,0.256,0.733,0.699,0.186
0.512,0.615,0.255,0.749,0.691,0.179
0.511,0.6,0.255,0.726,0.698,0.171
0.509,0.602,0.257,0.689,0.697,0.164
0.506,0.601,0.262,0.699,0.692,0.156
0.503,0.592,0.265,0.735,0.697,0.149
0.501,0.601,0.263,0.745,0.697,0.141
0.502,0.594,0.25,0.752,0.699,0.15
0.505,0.582,0.243,0.736,0.699,0.182
0.506,0.587,0.238,0.735,0.7,0.214
0.503,0.597,0.228,0.761,0.702,0.246
0.505,0.593,0.209,0.755,0.701,0.277
0.507,0.589,0.199,0.755,0.695,0.29
0.505,0.608,0.194,0.707,0.692,0.277
0.504,0.616,0.189,0.723,0.696,0.264
0.502,0.615,0.191,0.741,0.695,0.251
0.501,0.593,0.193,0.696,0.697,0.238
0.501,0.592,0.19,0.718,0.692,0.225
0.501,0.604,0.199,0.744,0.689,0.204
0.5,0.594,0.208,0.758,0.696,0.173
0.498,0.606,0.217,0.76,0.693,0.156
0.498,0.613,0.214,0.748,0.694,0.158
0.496,0.605,0.211,0.763,0.694,0.16
0.493,0.583,0.214,0.734,0.701,0.162
0.489,0.602,0.21,0.735,0.695,0.164
0.485,0.627,0.205,0.738,0.691,0.166
0.484,0.606,0.206,0.733,0.701,0.168
0.483,0.601,0.202,0.741,0.697,0.17
0.482,0.604,0.194,0.719,0.695,0.173
0.48,0.607,0.188,0.734,0.699,0.175
0.483,0.608,0.178,0.762,0.7,0.177
0.487,0.604,0.178,0.74,0.701,0.179
0.488,0.604,0.185,0.752,0.701,0.181
0.491,0.595,0.194,0.749,0.704,0.178
0.493,0.605,0.198,0.71,0.7,0.17
0.489,0.614,0.206,0.719,0.7,0.162
0.486,0.617,0.213,0.753,0.699,0.154
0.483,0.591,0.212,0.757,0.704,0.146
0.48,0.57,0.215,0.712,0.707,0.138
0.481,0.586,0.209,0.728,0.702,0.13
0.485,0.591,0.205,0.756,0.7,0.126
0.487,0.594,0.211,0.755,0.701,0.127
0.485,0.607,0.203,0.738,0.703,0.129
0.483,0.605,0.2,0.711,0.703,0.13
0.486,0.603,0.206,0.737,0.697,0.131
0.488,0.606,0.213,0.733,0.693,0.133
0.485,0.599,0.207,0.7,0.7,0.134
0.484,0.616,0.198,0.757,0.698,0.135
0.485,0.629,0.207,0.763,0.69,0.137
0.486,0.606,0.215,0.764,0.697,0.138
0.486,0.592,0.216,0.77,0.702,0.139
0.485,0.608,0.216,0.724,0.701,0.141
0.484,0.615,0.209,0.712,0.702,0.142
0.486,0.604,0.21,0.72,0.701,0.143
0.491,0.583,0.211,0.77,0.706,0.145
0.496,0.586,0.207,0.772,0.707,0.146
0.499,0.598,0.214,0.739,0.698,0.148
0.5,0.59,0.219,0.729,0.7,0.149
0.499,0.58,0.218,0.737,0.704,0.15
0.499,0.593,0.222,0.727,0.698,0.15
0.502,0.589,0.231,0.724,0.699,0.15
0.503,0.572,0.239,0.745,0.699,0.15
0.503,0.6,0.238,0.737,0.689,0.15
0.503,0.612,0.237,0.742,0.689,0.15
0.504,0.587,0.238,0.718,0.707,0.15
0.501,0.595,0.243,0.701,0.706,0.15
0.493,0.604,0.25,0.697,0.698,0.15
0.492,0.605,0.248,0.701,0.701,0.15
0.495,0.609,0.243,0.765,0.698,0.15
0.496,0.611,0.25,0.765,0.698,0.15
0.495,0.601,0.248,0.728,0.7,0.15
0.494,0.6,0.245,0.724,0.699,0.15
0.496,0.605,0.25,0.715,0.696,0.15
0.497,0.592,0.243,0.754,0.697,0.15
0.495,0.597,0.243,0.757,0.7,0.15
0.497,0.586,0.25,0.729,0.707,0.15
0.502,0.591,0.255,0.739,0.705,0.15
0.505,0.611,0.262,0.739,0.694,0.15
0.503,0.619,0.264,0.731,0.691,0.15
0.503,0.609,0.26,0.734,0.697,0.15
0.506,0.601,0.262,0.74,0.698,0.15
0.507,0.606,0.271,0.737,0.691,0.15
0.507,0.606,0.267,0.724,0.691,0.15
0.507,0.591,0.27,0.723,0.697,0.15
0.505,0.593,0.282,0.748,0.7,0.15
0.506,0.592,0.284,0.754,0.703,0.15
0.507,0.595,0.278,0.742,0.703,0.15
0.504,0.621,0.277,0.736,0.695,0.15
0.504,0.608,0.281,0.738,0.696,0.15
0.507,0.599,0.28,0.732,0.695,0.15
0.512,0.611,0.281,0.739,0.694,0.15
0.518,0.612,0.292,0.715,0.689,0.15
0.52,0.6,0.297,0.698,0.693,0.15
0.521,0.592,0.301,0.719,0.703,0.15
0.517,0.604,0.306,0.716,0.704,0.15
0.511,0.604,0.307,0.737,0.702,0.15
0.506,0.6,0.303,0.764,0.701,0.15
0.501,0.601,0.305,0.719,0.704,0.15
0.502,0.575,0.31,0.707,0.707,0.15
0.503,0.591,0.299,0.717,0.703,0.15
0.503,0.612,0.287,0.715,0.697,0.151
0.503,0.598,0.283,0.717,0.702,0.154
0.505,0.581,0.281,0.724,0.709,0.157
0.506,0.581,0.29,0.745,0.707,0.16
0.506,0.597,0.286,0.75,0.705,0.163
0.508,0.591,0.284,0.76,0.706,0.166
0.508,0.596,0.294,0.733,0.697,0.168
0.507,0.599,0.29,0.705,0.694,0.167
0.508,0.592,0.29,0.726,0.698,0.166
0.511,0.595,0.295,0.738,0.695,0.165
0.511,0.591,0.291,0.744,0.696,0.165
0.51,0.615,0.296,0.742,0.693,0.164
0.51,0.615,0.295,0.739,0.694,0.163
0.513,0.598,0.295,0.711,0.697,0.162
0.515,0.583,0.302,0.7,0.702,0.162
0.518,0.599,0.302,0.748,0.703,0.161
0.52,0.614,0.31,0.749,0.696,0.16
0.517,0.614,0.312,0.746,0.69,0.16
0.515,0.596,0.308,0.755,0.698,0.159
0.511,0.586,0.307,0.728,0.702,0.158
0.505,0.599,0.306,0.739,0.699,0.157
0.506,0.602,0.311,0.736,0.7,0.157
0.507,0.609,0.312,0.715,0.697,0.156
0.506,0.613,0.313,0.736,0.699,0.155
0.506,0.609,0.31,0.744,0.705,0.154
0.508,0.593,0.304,0.73,0.71,0.154
0.511,0.572,0.311,0.732,0.711,0.154
0.513,0.568,0.308,0.703,0.713,0.153
0.514,0.576,0.309,0.709,0.709,0.153
0.513,0.59,0.319,0.753,0.7,0.153
0.512,0.604,0.323,0.761,0.697,0.153
0.511,0.602,0.318,0.746,0.702,0.153
0.513,0.602,0.309,0.736,0.698,0.152
0.514,0.594,0.312,0.708,0.696,0.152
0.512,0.587,0.319,0.71,0.7,0.152
0.508,0.605,0.321,0.732,0.693,0.152
0.506,0.589,0.323,0.727,0.699,0.152
0.507,0.6,0.322,0.732,0.701,0.152
0.505,0.621,0.317,0.735,0.695,0.151
0.507,0.607,0.316,0.73,0.694,0.151
0.506,0.601,0.317,0.74,0.7,0.151
0.505,0.594,0.319,0.734,0.704,0.151
0.504,0.596,0.326,0.729,0.704,0.151
0.499,0.605,0.33,0.735,0.696,0.15
0.497,0.601,0.323,0.73,0.694,0.15
0.5,0.603,0.316,0.754,0.698,0.15
0.503,0.603,0.314,0.79,0.699,0.15
0.506,0.586,0.313,0.761,0.704,0.153
0.509,0.567,0.316,0.726,0.71,0.16
0.512,0.585,0.319,0.715,0.702,0.167
0.515,0.607,0.326,0.731,0.692,0.168
0.517,0.609,0.335,0.763,0.687,0.16
0.514,0.603,0.345,0.752,0.689,0.152
0.509,0.586,0.349,0.723,0.699,0.145
0.504,0.588,0.352,0.734,0.704,0.137
0.499,0.589,0.353,0.746,0.703,0.129
0.492,0.582,0.346,0.764,0.705,0.122
0.484,0.594,0.339,0.737,0.703,0.126
0.481,0.594,0.341,0.702,0.699,0.146
0.481,0.58,0.338,0.708,0.704,0.166
0.48,0.6,0.326,0.719,0.7,0.186
0.481,0.612,0.318,0.705,0.695,0.197
0.48,0.594,0.316,0.731,0.699,0.194
0.485,0.584,0.323,0.746,0.701,0.192
0.492,0.597,0.323,0.716,0.697,0.189
0.494,0.601,0.316,0.72,0.7,0.187
0.494,0.591,0.321,0.743,0.706,0.184
0.494,0.597,0.323,0.76,0.705,0.182
0.495,0.599,0.321,0.747,0.705,0.18
0.495,0.614,0.324,0.733,0.699,0.177
0.496,0.613,0.32,0.74,0.698,0.175
0.5,0.613,0.326,0.729,0.695,0.172
0.5,0.614,0.325,0.735,0.694,0.17
0.5,0.604,0.324,0.753,0.697,0.167
0.502,0.606,0.323,0.722,0.698,0.165
0.503,0.61,0.317,0.715,0.695,0.163
0.507,0.592,0.324,0.749,0.694,0.16
0.51,0.593,0.329,0.769,0.699,0.158
0.513,0.615,0.333,0.746,0.695,0.155
0.514,0.603,0.334,0.76,0.695,0.153
0.513,0.587,0.338,0.766,0.697,0.15
0.513,0.599,0.346,0.759,0.692,0.148
0.515,0.592,0.348,0.733,0.697,0.146
0.513,0.592,0.353,0.721,0.698,0.143
0.511,0.589,0.356,0.722,0.699,0.141
0.509,0.593,0.351,0.718,0.701,0.138
0.508,0.61,0.345,0.77,0.698,0.137
0.51,0.611,0.351,0.764,0.692,0.138
0.509,0.612,0.353,0.703,0.69,0.139
0.506,0.609,0.347,0.701,0.695,0.14
0.502,0.613,0.35,0.762,0.696,0.141
0.499,0.614,0.355,0.751,0.696,0.142
0.501,0.6,0.349,0.713,0.7,0.143
0.503,0.578,0.342,0.707,0.707,0.144
0.503,0.58,0.344,0.712,0.707,0.145
0.502,0.602,0.349,0.729,0.7,0.146
0.504,0.616,0.347,0.729,0.695,0.147
0.507,0.598,0.349,0.741,0.694,0.148
0.507,0.591,0.349,0.729,0.693,0.149
0.504,0.609,0.35,0.717,0.69,0.15
0.499,0.617,0.351,0.706,0.691,0.151
0.498,0.607,0.349,0.713,0.695,0.152
0.501,0.601,0.348,0.716,0.697,0.153
